TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A2LA-11A-11R-A18C-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-GC-A6I3-11A-11R-A31N-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-GD-A3OQ-11A-21R-A220-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-K4-A5RI-11A-11R-A28M-07
SH3RF3|344558	711.7831	585.3018	1186.3958	313.4151	135.6589	375.8904	153.1646	223.5622	703.3285	547.0588	338.5365	428.5714	433.5989	182.6156	174.6305	443.8753	90.3361	195.9379	342.023
SH3TC1|54436	165.2222	155.7305	64.4876	258.0135	789.1473	460.8219	1802.5316	2243.5065	151.9537	293.5294	1402.052	348.688	1353.9177	346.4912	740.4606	797.776	1347.6891	1490.4421	1457.8188
SH3TC2|79628	19.1776	13.1234	7.9505	13.059	296.8992	129.3151	80.1688	91.3729	12.301	46.4706	70.2623	78.1341	49.1368	151.1164	352.011	469.2016	772.0588	152.9271	60.3002
SH3YL1|26751	238.9821	213.4733	227.0318	191.5315	1193.7984	382.4658	4103.3755	782.4675	234.4428	591.1765	2661.6631	691.5452	602.2576	1942.185	2369.8866	2767.5561	4428.0462	3010.1553	963.3567
SHANK1|50944	0.7376	3.4996	2.6502	5.9359	0	9.863	3.3755	6.0297	10.1302	6.4706	8.9425	4.6647	3.9841	2.3923	3.4376	3.9989	0	4.1816	9.648
SHANK2|22941	169.9723	138.329	157.2438	70.744	51.1628	138.6301	196.6245	137.7551	410.9986	142.3529	358.3377	177.7609	23.2404	244.8166	150.2234	559.8428	443.2773	319.5938	95.5156
SHANK3|85358	517.7946	300.0875	336.5724	633.5576	233.3333	888.2192	270.0422	840.4453	344.4284	928.2353	970.897	637.9009	851.9256	461.3238	653.4892	472.2007	441.1765	483.2736	771.8432
SHARPIN|81858	924.9493	840.7699	1090.106	764.5429	1068.2171	766.0274	1151.8987	801.0204	1015.1954	904.1176	818.875	996.5015	2145.4183	1084.9282	888.2778	754.1216	1040.4412	703.1063	1229.1602
SHBG|6462	2.2128	3.4996	3.5336	3.9573	0.7752	2.1918	2.9536	0.9276	1.4472	1.1765	4.4712	4.0816	19.2563	1.5949	3.7814	1.6662	3.1513	1.1947	4.824
SHB|6461	718.4215	791.776	742.9329	2304.3134	833.3333	691.5068	1833.3333	1888.6827	625.9045	588.8235	1661.3837	815.7434	890.4382	519.5375	1082.1588	714.466	609.7689	1860.8124	982.1704
SHC1|6464	2604.4625	2762.9046	2310.0707	4365.2552	2677.5194	3529.863	2768.7764	3343.2282	2884.9493	3221.7647	3665.7751	2669.3878	3640.1062	1930.2233	3161.2238	2673.5825	2534.6639	4603.9427	3355.5881
SHC2|25759	174.811	284.3395	87.4558	309.4579	75.1938	380.274	459.9156	134.5083	397.2504	384.1176	286.7979	460.6414	1079.6813	150.7177	347.1983	404.2198	424.895	623.6559	558.6215
SHC3|53358	21.3904	15.748	10.6007	9.1017	3.1008	40	43.4599	28.2931	18.0897	24.7059	28.1049	27.4052	104.9137	21.5311	66.3458	81.6437	34.1387	26.2843	39.557
SHC4|399694	12.5392	34.9956	13.2509	28.888	6.2016	24.6575	2.5316	15.3061	10.1302	32.9412	11.4975	19.242	7.3041	9.9681	14.438	19.6611	8.9286	8.9606	6.2712
SHCBP1|79801	6.6384	13.1234	5.3004	15.4333	131.0078	273.9726	70.4641	205.0093	851.6643	75.2941	28.1049	41.9825	372.51	210.5263	30.5947	29.9916	7.3529	5.3763	114.3293
SHD|56961	0	0.8749	0	0	1.5504	3.2877	1.2658	0.9276	0.7236	1.7647	0.6387	0.5831	17.9283	4.386	0.6875	0.6665	1.0504	1.1947	20.7433
SHE|126669	415.2683	230.9711	257.9505	250.8904	61.2403	427.9452	80.1688	175.7885	290.1592	800	351.3114	265.8892	146.0823	203.748	166.724	182.2821	146.0084	110.5137	340.5758
SHFM1|7979	1114.5123	1048.9939	1035.3357	1286.9015	2393.7984	1863.5616	3386.9198	1740.2597	964.5441	1212.9412	1676.7136	1257.7259	4602.9216	1935.008	1470.6085	1141.0129	1701.6807	1173.8351	1829.7507
SHF|90525	267.7485	199.4751	276.5018	234.2699	122.4806	167.6712	346.8354	177.6438	240.9551	280.5882	208.2319	289.7959	197.8752	244.8166	319.3537	118.6334	182.7731	274.1935	218.0457
SHH|6469	0	0	0	0.7915	0	334.2466	1777.2152	54.2672	0.7236	174.1176	1373.9471	210.4956	519.9203	537.4801	478.1712	1228.3217	429.0966	913.9785	573.0935
SHISA2|387914	2.9504	6.1242	5.3004	12.6632	6.9767	111.2329	51.0549	9.7403	11.5774	11.7647	127.1109	8.1633	169.3227	91.3078	57.408	45.6538	3.1513	151.7324	6.7536
SHISA3|152573	135.7182	102.3622	348.9399	111.9905	9.3023	24.6575	0.8439	3.2468	280.7525	95.2941	51.7386	93.2945	31.2085	38.6762	31.626	81.977	11.0294	40.6213	30.8737
SHISA4|149345	291.3517	227.4716	324.2049	184.0127	64.3411	330.9589	253.1646	61.2245	335.7453	397.0588	239.5305	267.6385	166.0027	377.193	106.2221	252.929	175.4202	186.3799	256.6379
SHISA5|51246	2880.3245	2970.2537	2861.3074	3336.3672	6049.6124	6216.9863	9657.384	5243.0427	3055.7164	4552.3529	6177.9712	4049.5627	7628.1541	6582.9346	7664.8333	5845.6917	6930.1471	5973.7157	8323.8461
SHISA6|388336	7.376	9.6238	9.7173	21.7649	0	9.863	5.4852	0.9276	18.0897	7.0588	25.5499	4.0816	0	1.1962	0.3438	44.6541	15.2311	9.5579	3.3768
SHISA7|729956	1.4752	0.8749	2.6502	2.3744	0	1.0959	2.1097	2.3191	5.0651	3.5294	1.2775	0.5831	2.656	1.5949	1.0313	1.333	2.1008	0.5974	0.4824
SHISA9|729993	19.1776	17.4978	5.3004	15.4333	4.6512	14.7945	4.6414	8.8126	10.1302	9.4118	6.3875	1.7493	36.5206	9.9681	4.1251	17.9949	5.2521	6.5711	5.3064
SHKBP1|92799	591.5545	673.6658	859.5406	601.5038	1464.3411	1464.6575	3750.211	1570.0371	791.6064	880	1168.9089	1123.0321	4636.1222	2549.8405	1617.3943	1029.3776	1146.0084	1011.9474	1865.4484
SHMT1|6470	439.3952	258.8451	343.4982	227.6494	1251.8295	559.9014	807.9958	1492.4768	337.0984	340.3647	581.2288	336.2974	582.3373	473.764	510.0584	894.0356	809.2122	294.5042	542.4562
SHMT2|6472	486.8154	518.8101	495.583	526.7115	2277.5194	1829.0411	1386.9198	1548.2375	901.5919	922.3529	1004.7507	912.5364	2666.6667	1265.5502	995.8749	895.082	984.7689	752.6882	1341.5599
SHOC2|8036	1356.4448	1552.9309	1367.4912	1702.0182	1153.4884	1259.726	683.5443	1400.7421	1642.547	1461.1765	1239.1712	1171.4286	527.8884	651.5152	964.2489	1045.7063	959.5588	1465.3524	908.3629
SHOX2|6474	31.7168	21.8723	10.6007	20.9735	10.0775	4.3836	3.7975	0.4638	8.6831	53.5294	3.1937	8.1633	6.6401	10.3668	5.5002	1.333	2.6261	2.9869	0.4824
SHOX|6473	0	0.8749	0	0	0.7752	0	0	0	0.7236	1.1765	0	0	0	0	0	0	0	1.1947	0
SHPK|23729	236.0317	198.6002	220.8481	140.7281	320.155	275.6164	259.9156	354.3599	141.8234	282.9412	403.05	251.895	163.3466	222.488	394.6373	374.5615	421.7437	287.9331	263.8739
SHPRH|257218	359.4173	431.4173	318.4541	507.1547	140.6667	317.1507	53.2532	161.1271	308.6831	345.7471	325.2377	247.3061	6.8592	191.2679	259.8109	495.3709	175.0473	152.3775	81.6514
SHQ1|55164	272.1741	220.4724	311.8375	246.5374	358.9147	401.0959	353.1646	390.538	198.987	292.3529	352.5889	265.8892	262.2842	525.1196	475.4211	370.8958	419.1176	250.2987	276.4163
SHROOM1|134549	84.0863	58.6177	60.0707	89.4341	310.8527	516.1644	5410.5485	333.0241	78.1476	818.8235	3417.9408	949.2711	699.2032	1924.6411	2656.583	5153.2195	3324.5798	1553.1661	1492.5517
SHROOM2|357	137.931	17.4978	16.7845	41.1555	470.5426	552.8767	824.0506	521.3358	31.1143	149.4118	585.732	171.4286	300.1328	311.8022	612.2379	691.1392	851.3655	361.4098	304.3956
SHROOM3|57619	1197.1234	4167.1041	1867.4912	7388.9988	931.0078	640	423.2068	1176.2523	1426.1939	852.3529	486.0873	1246.6472	422.3108	1045.8533	324.8539	649.8175	278.8866	330.9438	321.7621
SHROOM4|57477	330.4444	175.853	142.2261	846.854	106.2016	483.2877	232.0675	328.8497	170.767	481.1765	499.501	207.5802	135.4582	186.6029	294.603	497.8602	376.0504	369.773	223.3521
SIAE|54414	252.2589	202.0997	143.1095	247.3209	625.7519	593.4247	690.7173	641.9295	335.7453	369.4118	598.5069	484.5481	502.656	1508.6045	711.9285	945.4012	722.6891	554.3608	710.0957
SIAH1|6477	466.3249	317.7253	353.3657	412.9956	349.4806	565.611	363.0253	465.0464	514.9711	490.9471	456.0406	464.6414	408.4396	498.3892	365.4899	349.6251	452.7048	403.9427	429.0097
SIAH2|6478	993.546	790.9011	1046.8198	446.3791	1398.4496	862.4658	1204.2194	2263.4508	812.5904	1080	1099.2854	1064.723	1179.2829	1858.453	1115.5036	1047.3725	820.9034	639.7849	1085.4044
SIAH3|283514	0	0	0	0	1.5504	1.6438	3.3755	1.3915	2.8944	0	1.2775	3.4985	2.656	1.9936	1.0313	3.9989	0	1.1947	0.9648
SIDT1|54847	44.9935	62.9921	26.5018	19.7863	313.9535	234.5205	290.7173	188.3117	31.1143	125.2941	440.7362	287.4636	326.6932	342.1053	704.3658	685.4742	907.0378	344.6834	345.8822
SIDT2|51092	1753.369	1266.6492	1174.2403	1216.5176	1187.8915	822.2137	524.9873	882.4954	1496.6208	1214.3176	644.5032	1350.7347	695.7968	756.9537	766.0949	821.5793	675.4674	590.3345	990.8971
SIGIRR|59307	303.1532	237.0954	375.4417	310.645	519.3798	486.5753	912.6582	478.2004	287.9884	378.8235	700.0679	448.9796	2350.5976	1037.0813	904.7783	534.1833	787.2899	696.5352	840.8266
SIGLEC10|89790	14.752	42.8696	6.1837	10.2889	65.1163	134.7945	61.1814	222.6345	17.3661	52.3529	45.9899	175.5102	269.5883	116.4274	92.1279	97.6392	59.8739	72.282	389.2984
SIGLEC11|114132	24.3408	26.2467	8.8339	13.4547	3.876	14.2466	2.9536	7.4212	37.6266	7.0588	5.7487	11.6618	4.6481	6.7783	12.3754	6.998	4.2017	2.3895	17.3665
SIGLEC12|89858	3.688	4.3745	0	18.5991	17.8295	9.3151	0.4219	1.8553	0	2.3529	0.6387	13.9942	14.6082	18.3413	13.4067	11.3302	1.5756	1.7921	8.2008
SIGLEC14|100049587	28.7664	39.3701	9.7173	9.1017	30.2326	18.6301	14.346	60.7607	22.4313	5.2941	15.9687	22.7405	83.6653	25.9171	15.813	0	11.0294	12.5448	136.0374
SIGLEC15|284266	0.7376	0	1.7668	0	0.7752	22.4658	76.7932	0.4638	0.7236	7.6471	42.1574	2.3324	11.9522	20.7337	35.7511	44.9874	106.0924	35.8423	16.8841
SIGLEC16|400709	5.1632	17.4978	13.2509	14.2461	3.876	16.9863	2.9536	3.7106	19.5369	1.7647	12.775	7.5802	9.2961	10.7656	5.5002	4.9986	3.1513	4.779	43.4162
SIGLEC1|6614	683.7544	475.9405	256.1837	208.152	64.3411	286.0274	97.0464	121.5213	729.3777	245.8824	116.8909	483.965	488.0478	140.7496	280.165	359.2324	36.2395	72.8793	1324.6758
SIGLEC5|8778	26.5536	33.2458	7.0671	5.9359	5.4264	23.0137	8.4388	38.961	8.6831	11.7647	8.3037	34.4023	53.1208	25.9171	7.9065	12.3299	8.9286	9.5579	96.4804
SIGLEC6|946	75.9727	32.371	37.1025	28.0966	2.3256	39.4521	0	9.7403	21.7077	34.7059	7.0262	16.3265	7.9681	10.7656	9.6253	12.6631	1.5756	7.1685	10.1304
SIGLEC7|27036	14.752	13.9983	7.9505	13.8504	2.3256	40	20.2532	13.4508	24.602	11.1765	5.11	20.9913	53.1208	14.3541	22.6882	18.3282	9.4538	2.3895	65.1243
SIGLEC8|27181	56.7951	20.1225	19.4346	10.6846	5.4264	38.9041	9.7046	29.6846	14.4718	42.3529	16.6074	35.5685	10.6242	41.866	18.2193	40.322	41.4916	14.3369	25.5673
SIGLEC9|27180	28.7664	27.9965	8.8339	15.0376	1.5504	30.137	12.2363	26.9017	22.4313	7.0588	19.8012	9.3294	46.4807	9.5694	17.5318	13.9961	7.3529	10.7527	76.7019
SIGLECP3|284367	19.9152	15.748	15.9011	26.5137	10.8527	45.4795	4.2194	7.885	6.5123	33.5294	11.4975	33.2362	35.1926	24.3222	17.5318	22.6603	3.6765	28.0765	34.7329
SIGMAR1|10280	1117.4627	1097.9878	1333.9223	987.3368	2027.907	1344.6575	1162.8692	948.9796	1348.0463	1445.8824	1126.1128	1099.1254	681.2749	984.8485	1041.9388	966.7285	1092.9622	724.0143	918.9758
SIK1|150094	1958.3257	4391.0761	976.1484	8416.6996	2334.8837	7356.1644	28892.827	11409.0909	947.178	5809.4118	28718.7512	7134.6939	8962.8154	26509.9681	27241.6638	13769.7996	5110.8193	17850.0597	4469.9367
SIK2|23235	1085.0083	1258.0927	1129.8587	1787.8908	359.6899	701.3699	656.5401	551.9481	1195.369	1355.2941	792.0476	789.5044	530.5445	472.0893	284.9777	579.1707	531.5126	1510.7527	852.8867
SIK3|23387	1619.0301	1652.6684	1552.1201	1595.9636	667.4419	985.2055	406.3291	925.7885	1515.1954	1374.1176	678.3504	1200	603.5857	560.2073	601.2375	904.0794	658.0882	1350.0597	1075.274
SIKE1|80143	624.0089	601.0499	608.6572	539.7705	710.8527	825.2055	356.962	564.0074	726.4834	512.9412	461.8148	539.9417	326.6932	949.7608	535.2355	686.1406	505.7773	408.0048	505.0749
SIL1|64374	748.6631	788.2765	833.9223	965.9676	865.8915	798.3562	1349.789	672.5417	886.3965	1032.9412	661.1042	869.3878	1948.2072	804.6252	787.2121	659.8147	820.9034	599.7611	1114.3486
SILV|6490	5.1632	10.4987	2.6502	13.8504	47.2868	57.5342	46.4135	13.9147	42.6918	29.4118	34.4924	18.0758	72.3772	100.0797	30.9385	51.9854	65.1261	44.2055	32.3209
SIM1|6492	0	0	0	0	0	1.0959	0	0	0	0	0	0	0	0.3987	0	0.3332	26.2605	0	0.4824
SIM2|6493	50.8943	54.2432	53.8869	43.1342	141.8605	101.9178	27.8481	14.3785	41.2446	42.9412	63.2361	35.5685	166.6667	230.0638	21.6569	33.324	24.1597	32.8554	209.3625
SIN3A|25942	2074.8663	1942.2572	2169.6113	3038.7812	1612.4031	1708.4932	1671.73	1386.3636	2285.0941	2450	2165.3559	1942.2741	716.4675	1706.9378	1288.759	1761.8386	1965.8613	1440.2628	1644.0259
SIN3B|23309	1174.9954	1206.4742	1196.1131	1354.5706	787.5969	865.7534	753.5865	1315.8627	974.6744	1080	1299.8523	1377.8426	872.51	1100.0797	1313.8536	1202.329	1106.0924	1583.0346	1054.0483
SIP1|8487	104.0015	118.1102	101.5901	66.0863	86.8217	131.5068	93.6709	77.4583	132.4168	111.1765	94.5347	127.6968	236.3878	122.4083	111.3785	105.637	83.5084	53.1661	111.4349
SIPA1L1|26037	749.4007	979.8775	1192.5795	796.201	1133.3333	734.7945	875.5274	946.1967	567.2938	717.6471	781.8276	671.137	478.0876	678.6284	676.8649	971.7271	910.1891	884.1099	546.079
SIPA1L2|57568	684.492	1087.4891	856.8905	770.8746	1456.5891	1387.3973	741.7722	2128.0148	959.479	867.0588	1156.7727	840.2332	405.7105	664.2743	1563.4239	1262.6454	651.7857	1059.1398	845.6507
SIPA1L3|23094	302.4156	336.8329	272.9682	278.9869	610.0775	1056.9863	1421.519	655.8442	332.1274	546.4706	1328.596	708.4548	675.2988	1190.9888	1256.7893	1631.875	1589.2857	1450.4182	646.901
SIPA1|6494	523.6954	657.0429	635.159	487.5346	881.3953	985.2055	1296.6245	968.9239	751.809	748.8235	788.2151	1058.309	5041.8327	893.5407	794.7748	735.1269	735.2941	524.4922	1777.1689
SIRPA|140885	1068.7811	1241.4698	647.5265	1324.0997	758.1395	1812.0548	340.0844	1339.0538	975.398	1318.8235	574.8732	704.3732	847.9416	561.4035	1166.3802	793.4438	214.2857	682.7957	1668.6284
SIRPB1|10326	80.3983	78.7402	27.3852	55.4017	21.7054	134.7945	16.8776	75.1391	34.7323	50	42.7961	26.2391	18.5923	48.2456	61.8769	25.3262	13.6555	43.6081	94.5508
SIRPB2|284759	58.2703	46.3692	20.318	8.706	22.4806	31.7808	10.9705	23.6549	47.7569	27.0588	22.9949	22.1574	29.2165	14.3541	16.1568	27.9921	15.2311	21.5054	76.2195
SIRPD|128646	1.4752	0.8749	0	0	0	0.5479	0	0.4638	0	0	0	1.1662	0	0	0.6875	0	0	0	0
SIRPG|55423	2.2128	10.4987	2.6502	0.7915	33.3333	132.0548	32.0675	60.2968	2.1708	58.2353	23.6337	125.3644	192.5631	80.941	25.4383	29.3251	12.0798	15.5317	190.5488
SIRT1|23411	1113.7747	1100.6124	797.7032	1352.592	363.5659	850.9589	748.9451	698.9796	677.2793	963.5294	1421.8532	986.0058	241.6999	508.7719	539.7044	671.8113	634.979	1189.9642	593.3544
SIRT2|22933	1857.2746	1475.9405	1633.3922	1469.3312	1990.6977	1012.6027	1454.4304	1385.8998	1570.1881	1490.5882	917.2422	1502.6239	1511.2882	1527.9107	1189.7559	986.7229	966.3866	890.0836	1120.1374
SIRT3|23410	473.8853	531.1636	499.7085	460.7915	445.3411	378.8219	729.7089	301.3358	426.2808	619.6706	548.8251	535.2128	914.6879	485.4426	611.4575	554.8675	706.2447	383.8411	579.0126
SIRT4|23409	47.2063	16.6229	38.8693	5.1444	5.4264	9.863	3.7975	4.1744	28.9436	34.1176	10.22	44.3149	9.2961	10.7656	9.2815	17.6617	6.8277	3.5842	8.6832
SIRT5|23408	373.9628	268.5914	332.1555	236.6442	267.4419	356.7123	450.6329	225.4174	222.1418	324.7059	380.0551	391.2536	300.1328	501.5949	501.5469	501.1926	659.1387	293.9068	268.2155
SIRT6|51548	134.9806	178.4777	202.2968	139.2956	331.0078	260.274	474.6835	299.1651	191.0275	215.2941	300.2116	272.3032	990.7039	491.2281	427.2946	262.9262	410.1891	329.1517	425.4785
SIRT7|51547	163.747	111.986	180.212	92.5999	1065.8915	268.4932	493.2489	1130.334	123.7337	209.4118	348.1177	297.9592	890.4382	620.8134	729.1165	321.2431	578.2563	533.4528	461.6587
SIT1|27240	0	16.6229	4.417	2.7701	59.6899	92.0548	36.7089	99.7217	8.6831	90	28.7437	97.3761	335.3254	94.0989	32.6573	40.9885	11.5546	8.3632	259.5323
SIVA1|10572	694.8184	849.5188	825.0883	893.9454	998.4496	840.5479	1714.7679	856.679	1043.4153	860.5882	1340.7322	909.621	2826.6932	1097.6874	1150.911	879.4197	1257.3529	1219.2354	1608.8106
SIX1|6495	31.7168	2.6247	16.7845	3.1658	90.6977	103.5616	43.038	29.2208	16.6425	71.7647	52.3773	55.9767	65.073	186.2041	90.0653	56.6508	30.9874	57.945	118.1885
SIX2|10736	22.8656	1.7498	9.7173	2.3744	18.6047	117.2603	162.0253	3.7106	20.9841	38.8235	502.6947	74.0525	820.7171	315.7895	144.3795	205.2757	38.8655	209.6774	246.025
SIX3|6496	0	0	0	0	0	16.9863	2.9536	0	0	1.7647	1.9162	46.0641	0	63.3971	0.3438	17.6617	2.1008	1.1947	0.4824
SIX4|51804	36.88	21.8723	14.1343	17.0162	34.1085	157.2603	104.6414	18.0891	31.8379	52.9412	106.0322	58.309	59.761	226.0766	81.8151	200.6103	153.8866	107.5269	125.9069
SIX5|147912	851.927	730.5337	993.8163	509.6953	458.9147	523.8356	453.1646	171.6141	884.9493	912.3529	544.2133	773.1778	637.4502	628.3892	410.7941	656.1491	487.9202	168.4588	493.4972
SIX6|4990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SI|6476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKA1|220134	5.9008	9.6238	2.6502	6.3316	131.7829	164.9315	34.5992	96.0111	444.2836	22.9412	24.9112	30.9038	179.2829	115.2313	8.594	12.6631	2.1008	2.9869	41.4866
SKA2|348235	769.3159	851.2686	766.7845	797.7839	856.5891	1083.2877	371.308	722.1707	1772.7931	724.1176	422.8512	583.0904	581.0093	517.5439	536.6105	511.1898	369.7479	171.4456	443.8098
SKA3|221150	1.4752	5.2493	5.3004	5.5402	167.4574	201.463	48.9578	96.1596	293.7337	12.3647	26.2078	19.242	227.4568	148.9035	14.0976	15.6623	6.8277	1.1947	35.2877
SKAP1|8631	23.6032	21.8723	8.8339	32.4495	73.6434	172.0548	481.8565	94.6197	13.0246	140.5882	209.5094	125.3644	376.494	356.8581	91.0966	250.5963	618.1723	198.3274	327.5509
SKAP2|8935	1552.6461	1432.196	1726.1484	1492.2833	618.6047	1196.1644	2005.4852	1024.5826	1152.6773	1510	1616.0326	1111.9534	526.5604	1761.1643	1021.3132	1963.7818	3110.2941	1660.693	1131.2326
SKIL|6498	387.9771	545.9318	342.7562	726.5532	203.1008	735.8904	665.8228	748.6085	313.314	512.9412	1934.7679	398.2507	156.0425	899.9203	1104.847	1149.3439	233.1933	1301.0753	216.1161
SKINTL|391037	0	0	0	0.3957	0	0	2.5316	0.4638	0	0.5882	1.2775	1.1662	0.664	0	1.0313	1.6662	1.5756	2.3895	0
SKIV2L2|23517	1379.2661	1516.1855	1339.0901	1670.6213	1464.6279	1391.5562	1193.0591	1401.0575	1199.6961	1593.7118	1579.3748	1263.9184	544.4622	1323.9793	1730.966	1684.427	1591.2763	1679.3728	1143.5532
SKIV2L|6499	734.9954	885.3893	882.924	798.6427	956.7752	831.3534	1483.1224	1013.5575	851.2518	936.4706	1139.0666	637.9009	1312.085	1290.9011	1309.23	1100.4676	1316.3235	1243.3035	979.3918
SKI|6497	3094.9659	3911.636	3619.258	3778.7891	1568.2171	2300.274	1116.8776	1651.2059	3707.67	3364.1176	3140.0854	2531.1953	822.0452	1416.6667	1370.2303	2038.7608	1733.1933	2348.865	2165.9849
SKP1|6500	6174.4422	5899.3876	6250.8834	7318.9553	4833.3333	4903.5616	6870.0422	4922.5417	5410.275	6918.2353	5136.1731	5015.7434	4744.3559	5042.6635	4698.8656	4648.6945	4988.4454	5028.6738	5783.5173
SKP2|6502	75.9727	68.2415	72.4382	33.241	169.7674	242.1918	96.6245	110.8534	141.8234	92.9412	147.5508	88.0466	134.1301	158.6922	90.4091	238.5997	173.8445	89.0084	102.7516
SLA2|84174	4.4256	7.874	2.6502	4.7487	75.969	114.5205	60.7595	96.0111	3.6179	37.0588	61.3198	64.723	119.5219	75.3589	35.4074	54.6513	32.563	118.8769	255.1906
SLAIN1|122060	159.3214	121.6098	155.477	112.782	11.6279	84.3836	122.3629	45.4545	141.8234	64.1176	129.6659	149.8542	46.4807	231.26	27.1571	144.6261	201.6807	69.2951	76.2195
SLAIN2|57606	4087.0367	3342.9571	4109.5406	3409.9723	1841.8605	1641.6438	1148.1013	2195.7328	2759.7685	2176.4706	1371.3921	2074.6356	401.0624	1568.1818	1267.4459	1504.5775	1108.7185	1478.4946	1134.127
SLAMF1|6504	0.7376	38.4952	13.2509	244.5588	20.155	75.6164	16.8776	43.1354	7.2359	45.2941	18.5237	76.9679	395.7503	75.7576	24.407	24.3265	12.605	21.5054	241.201
SLAMF6|114836	9.5888	30.6212	5.3004	6.3316	87.5969	160.5479	50.6329	180.4267	17.3661	126.4706	45.3511	186.5889	433.5989	195.7735	46.7515	55.9843	46.2185	50.1792	331.8926
SLAMF7|57823	2.9504	29.7463	4.417	7.1231	366.6667	325.4795	263.7131	303.3395	9.4067	189.4118	204.3994	188.3382	895.0863	396.7305	451.0141	210.6075	158.0882	225.8065	818.1538
SLAMF8|56833	53.9701	78.1977	23.9576	30.0752	103.7132	207.1397	57.789	178.0519	83.6324	92.0765	42.151	195.8309	278.1341	151.878	174.4758	100.9217	91.0504	82.9988	533.1121
SLAMF9|89886	0	1.7498	0	2.7701	0	1.0959	1.2658	17.1614	1.4472	2.3529	1.2775	2.9155	7.9681	0.3987	2.4063	0.6665	0	0.5974	1.4472
SLA|6503	407.8923	217.8478	62.7208	301.5433	225.5814	431.7808	154.4304	729.128	111.4327	289.4118	216.5356	431.4869	1383.7981	332.9346	168.4428	175.2841	240.021	426.5233	1824.4443
SLBP|7884	760.4647	657.9178	787.9859	588.8405	935.6589	885.4795	886.9198	955.0093	1052.822	850.5882	662.3817	703.207	1538.5126	1177.8309	824.3383	598.4986	688.5504	675.6272	1041.0235
SLC10A1|6554	0	0	0	0	7.7519	0	0	0.4638	0	0	0	0	0	1.9936	1.375	1.9994	0.5252	0.5974	0
SLC10A2|6555	0	0	0	0	3.1008	1.0959	0	0.9276	0	0	0	1.1662	1.328	0	24.7508	0	0	0	0
SLC10A3|8273	871.8422	790.0262	927.5618	586.0704	1151.938	949.589	2118.9873	1301.9481	889.2909	984.7059	2035.69	977.2595	971.4475	1322.9665	1163.2864	973.7265	973.2143	2386.4994	1329.9822
SLC10A4|201780	2.2128	2.6247	2.6502	1.9786	0	36.7123	8.4388	0.4638	0.7236	0.5882	1.9162	3.4985	0	4.7847	1.0313	6.6648	3.1513	2.9869	1.4472
SLC10A5|347051	6.6384	8.7489	11.4841	5.5402	17.8295	0.5479	7.5949	1.8553	4.3415	4.7059	2.555	9.3294	16.6003	10.3668	3.0938	6.998	6.3025	2.9869	4.3416
SLC10A6|345274	47.2063	13.1234	8.8339	83.8939	275.1938	29.589	0	199.4434	2.8944	30	8.9425	8.7464	1.992	6.7783	0.6875	6.3316	2.1008	27.4791	4.824
SLC10A7|84068	126.1294	124.2345	99.8233	114.7606	265.1163	198.9041	133.7553	235.1577	109.2619	145.2941	167.352	134.1108	61.753	371.2121	213.8192	263.2594	142.3319	95.5795	112.3997
SLC11A1|6556	182.187	106.7367	36.2191	132.1725	11.6279	48.7671	29.9578	90.4453	67.2938	30	74.7335	83.3819	545.8167	66.1882	39.8762	54.3181	27.8361	143.9665	393.64
SLC11A2|4891	795.8694	733.1584	636.9258	1093.3914	1696.8992	903.0137	756.1181	1709.6475	567.2938	844.7059	1163.1602	882.7988	446.8792	867.6236	1171.1928	1099.3579	1069.8529	737.1565	718.2965
SLC12A1|6557	0.7376	0	0	0.3957	0	0	0	0.9276	0	0.5882	0	1.1662	0.664	0	0	0.9997	0.5252	0	2.412
SLC12A2|6558	508.2058	1022.7472	548.5866	687.7721	247.2868	1226.8493	440.9283	558.9054	550.6512	638.2353	834.205	628.5714	543.1607	1656.6986	641.1138	765.4517	526.2605	994.0263	573.0935
SLC12A3|6559	0	0	0	0	3.876	4.9315	3.3755	6.0297	0	1.1765	0.6387	6.9971	13.9442	8.7719	7.5627	9.3307	2.6261	1.7921	19.2961
SLC12A4|6560	2291.2558	2705.8968	2286.2191	2463.051	468.1318	1628.6356	1733.7553	629.7449	2588.5745	2319.5706	1576.0917	1909.8601	1100.2656	915.7337	1070.8216	1405.432	1352.4475	1862.8375	1126.4086
