TCGA-IC-A6RE-11A-12R-A336-31	TCGA-IC-A6RF-11A-21R-A336-31	TCGA-IG-A3I8-11A-11R-A24K-31	TCGA-L5-A43C-11A-11R-A24K-31	TCGA-L5-A4OF-11A-12R-A260-31	TCGA-L5-A4OG-11A-12R-A260-31	TCGA-L5-A4OJ-11A-12R-A260-31	TCGA-L5-A4OM-11A-11R-A260-31	TCGA-L5-A4OO-11A-12R-A260-31	TCGA-L5-A4OQ-11A-12R-A260-31	TCGA-L5-A4OR-11A-11R-A260-31	TCGA-V5-A7RE-11A-11R-A354-31	TCGA-V5-AASX-11A-11R-A38D-31
RNF183|138065	0.2637	0.3075	0.0228	0.1011	0.6512	1.1184	0.2095	3.0624	0.0745	0.0502	0.3868	3.8739	0.8383
RNF185|91445	17.1863	19.1414	19.9173	9.744	13.9447	13.0237	11.4551	15.0983	20.3676	19.1708	10.5285	11.5346	22.4395
RNF186|54546	0	0	0.0041	0.1852	0.0966	0.0393	0.0327	0.3077	0.0677	0.0094	0.0681	11.1084	3.1521
RNF187|149603	40.109	37.4343	14.161	19.939	19.382	17.3851	21.9487	19.3161	17.1452	15.9706	18.4388	27.44	29.4594
RNF19A|25897	9.7295	6.4679	18.9148	8.723	22.0036	12.8475	14.1468	18.0753	16.8879	24.884	11.157	14.6989	15.4116
RNF19B|127544	24.5239	19.7517	18.8005	6.097	12.6142	8.71	6.1033	14.4968	10.7502	9.877	7.3354	26.7369	13.0969
RNF207|388591	1.3001	1.787	0.9957	0.9875	2.1908	2.1604	1.7108	3.3575	1.0237	1.3825	1.1635	5.4286	1.675
RNF208|727800	18.8521	12.8833	4.9901	7.065	6.9565	6.3638	8.1151	4.5968	5.8985	2.7902	9.1217	3.9151	3.6383
RNF20|56254	13.3368	9.1413	14.67	10.378	13.1752	10.4996	9.7356	15.0153	12.6521	13.1675	9.5441	10.7857	15.4943
RNF212|285498	0.1682	0.0931	0.4448	0.1824	0.5142	0.3978	1.5999	0.4025	0.4513	0.5055	0.1906	0.3023	0.0068
RNF213|57674	6.7872	6.1494	5.7698	4.8099	18.0778	11.8753	7.5469	27.0844	8.993	10.0612	4.9944	44.975	15.5156
RNF214|257160	4.1739	4.3783	5.3849	6.1494	7.409	5.9805	6.7221	7.0961	6.1549	5.2373	6.4705	7.2075	6.1698
RNF215|200312	0.7948	1.0147	2.0021	1.2818	2.7177	2.0297	1.8254	2.1038	2.1158	2.9382	1.3755	1.4331	2.3474
RNF216L|441191	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF216|54476	2.9919	3.7974	10.4456	2.7628	4.0673	3.9046	3.495	3.837	4.6604	7.2646	2.7345	4.3161	7.6887
RNF217|154214	3.5339	5.9276	3.1425	1.5066	5.0347	3.1204	3.0266	2.7779	4.6109	7.7269	1.8179	0.1904	0.0558
RNF219|79596	1.5426	3.1421	2.2402	1.7507	2.853	2.1507	2.229	3.0381	2.234	3.639	1.902	6.4607	5.1805
RNF220|55182	4.4083	9.8858	6.6208	5.6632	7.692	6.6149	5.5256	7.7255	5.4372	6.2259	5.9372	13.0251	16.5364
RNF222|643904	11.3986	3.812	0.0034	0.0084	0	0.0342	0.1168	0.4235	0.0409	0.0115	0.037	0.2262	0.0179
RNF24|11237	7.2439	8.7742	3.0682	1.0115	5.359	2.6482	2.3326	7.5058	2.3149	10.7972	0.9919	7.0002	23.4846
RNF25|64320	4.7701	8.3983	5.4578	3.8272	4.9071	4.9365	4.5674	6.1018	4.7957	7.219	4.358	8.0917	5.8967
RNF26|79102	9.1828	12.1055	14.2221	8.0978	16.4919	10.5354	11.0288	13.0986	11.9841	15.6112	8.9588	17.6515	25.488
RNF2|6045	2.3715	5.1568	2.9451	3.0654	5.0109	3.4776	3.936	4.4274	2.9097	3.9564	2.9845	6.2616	4.7241
RNF31|55072	8.9063	14.3435	7.6077	9.8324	13.8271	13.0381	9.8997	14.4441	10.3482	12.1168	9.472	25.6341	13.2564
RNF32|140545	0.226	0.5094	0.1749	0.7724	1.1657	0.9863	1.1271	1.1523	0.6604	0.418	0.6298	1.3731	1.8381
RNF34|80196	3.3052	5.6816	3.951	3.3185	6.5614	4.9927	4.7151	7.2939	3.4173	4.5194	4.2654	10.99	4.8648
RNF38|152006	8.2226	6.3197	24.5121	4.7227	9.7327	8.5647	8.2652	7.9903	16.4694	19.2767	5.465	7.4047	13.5747
RNF39|80352	5.6913	13.1898	0.8265	1.8413	3.5769	2.6008	2.3695	6.4974	1.6191	0.4296	2.7916	6.8207	7.3171
RNF40|9810	12.7724	15.2442	9.7695	7.5491	13.9592	10.215	10.6136	16.2223	10.846	12.1775	9.7111	17.1743	20.686
RNF41|10193	3.5753	5.7895	7.2944	3.6073	5.6812	4.9955	4.5017	6.1894	7.3381	9.1822	4.4475	8.3972	4.0307
RNF43|54894	5.8624	4.5239	0.0668	2.8824	4.1895	4.6811	6.0187	6.3022	1.9969	0.0502	3.6273	43.5865	43.3586
RNF44|22838	10.435	9.0532	9.359	7.9026	17.4401	12.593	13.2191	21.3052	9.5272	8.7088	10.61	25.157	14.3573
RNF4|6047	10.1987	17.6167	9.9875	10.8956	22.3997	13.8853	11.3143	17.2055	12.1968	17.3891	11.0205	21.0004	22.3487
RNF5P1|286140	1.9651	1.758	3.3178	2.4878	4.67	3.7708	4.1028	2.7858	2.9695	1.9843	3.1707	5.7702	3.1634
RNF5|6048	18.5132	18.4618	30.3455	28.4296	44.0298	37.7119	30.9905	29.144	30.4042	18.0712	41.9259	49.8896	30.4831
RNF6|6049	10.4586	14.6335	5.7886	6.3382	13.2268	8.4558	6.9612	14.1388	8.0021	9.1699	7.7039	8.5414	14.0407
RNF7|9616	12.2508	26.3667	12.3649	10.1641	15.1508	10.4177	10.0277	16.4122	12.1452	12.655	12.7483	21.1969	20.9776
RNF8|9025	2.3064	3.579	1.6189	1.0482	2.6777	1.7231	1.387	2.2626	1.3761	2.2066	1.4351	2.1519	2.5295
RNFT1|51136	2.1665	2.1533	1.597	2.3066	5.1744	4.2663	2.8711	4.5963	2.1429	2.7008	2.3307	9.5058	4.5582
RNFT2|84900	0.1285	0.2349	0.2907	0.1565	0.967	0.454	0.7695	0.5722	0.4507	0.2428	0.1697	1.9747	0.6748
RNGTT|8732	5.0043	3.9808	4.0489	1.9549	4.6267	3.3118	2.6495	4.2356	3.3952	4.4119	2.1457	5.827	5.9825
RNH1|6050	61.063	39.0687	24.8453	11.3712	17.1381	17.1273	13.0387	17.5486	19.2281	27.3675	12.7812	24.3753	16.5929
RNLS|55328	1.5301	0.2019	1.4024	2.3505	2.8308	4.3457	3.36	0.3347	2.0543	1.2471	3.7678	0.1524	0.0836
RNMTL1|55178	5.3454	6.8626	4.3444	5.5788	7.957	5.3658	6.7585	4.1084	4.9668	4.2884	6.4094	3.7901	3.5515
RNMT|8731	5.0239	8.1121	6.2524	4.981	7.4567	7.0379	6.5653	7.9405	6.9988	8.7104	4.3814	11.8777	10.9075
RNPC3|55599	2.1743	3.7687	2.344	2.4113	4.4522	5.382	5.4101	5.6517	4.006	4.401	3.158	10.2565	3.7212
RNPEPL1|57140	74.2032	53.1059	32.1281	47.2838	74.171	52.2982	39.6715	89.0524	35.8333	31.3677	52.1875	96.9069	124.642
RNPEP|6051	56.0188	33.6639	7.212	16.4413	31.6246	22.3294	20.9218	42.8603	11.0082	14.0253	22.7439	50.8142	81.9512
RNPS1|10921	20.9467	40.8536	27.3175	16.2178	30.5011	16.8326	19.2647	25.094	22.1885	21.6689	16.1221	42.752	38.9758
RNU11|26824	0.5167	1.1805	0.9094	1.0406	1.0065	0.6727	1.516	0.654	2.8289	0.6681	1.0208	2.7295	3.3715
RNU4ATAC|100151683	0	0	0	0	0	0	0.0398	0.0325	0.084	0.0173	0	0.3163	0
RNU5E|26829	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC|100151684	0.5684	0.2942	0.6211	0.5146	0.2416	1.0254	0.4813	0.2018	0.3386	0.2388	0.7948	0.41	0.1246
RNY4|6086	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY5|6090	0	0	0	0	0	0	0	0	0	0.0601	0	0.63	0.1354
ROBLD3|28956	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO1|6091	5.7201	7.7053	2.1707	0.7838	2.3139	2.2935	2.6415	3.6811	3.9825	7.413	0.9558	0.7971	0.6088
ROBO2|6092	1.1419	0.2473	0.1171	0.0539	0.1679	0.2953	0.1508	0.3973	0.0669	0.0971	0.0729	0.1765	0.1737
ROBO3|64221	0.1883	0.5824	0.4583	0.2156	0.4175	0.6784	0.4514	0.5157	0.7933	1.141	0.1031	0.5123	0.2949
ROBO4|54538	1.3322	1.9521	8.6594	1.7643	5.2829	6.8552	5.1441	4.5541	7.6193	15.2216	5.4783	1.7003	1.9101
ROCK1|6093	5.8123	12.0845	54.1215	11.7117	26.1898	17.1991	14.7327	22.2941	35.2397	36.7702	14.1812	23.7256	21.3052
ROCK2|9475	2.8748	5.5429	20.4566	5.9911	12.9193	11.4194	6.5105	19.3568	15.7291	19.4834	5.6998	16.1676	24.6978
ROD1|9991	0	0	0	0	0	0	0	0	0	0	0	0	0
ROGDI|79641	9.1446	5.6002	11.3084	9.5078	9.3793	10.3085	10.2378	10.3022	12.4445	8.8909	9.3834	5.2851	6.5692
ROM1|6094	1.5503	2.6304	1.2368	0.4539	0.8406	0.6973	0.6837	0.664	1.9526	2.6383	0.5933	1.0296	0.8671
ROMO1|140823	80.6264	54.6109	29.5419	32.7837	53.4651	43.1104	39.028	40.1391	45.062	36.5632	45.9503	69.1592	38.1406
ROPN1B|152015	0.0339	0.0211	0.0312	0.0308	0.0578	0.1469	0.0621	0.0754	0.0103	0.0208	0.0457	0.0727	0.0443
ROPN1L|83853	0.0687	0.0227	0.0861	0	0.056	0.1646	0.9412	0.0992	0.1958	0.1684	0.0488	1.1055	0.0361
ROPN1|54763	0	0.0075	0	0	0	0	0.0204	0.0084	0	0.0114	0	0.0486	0
ROR1|4919	2.9335	0.5047	1.3187	2.9525	11.8712	6.3627	8.8766	5.4955	7.0001	9.2119	6.2777	1.9909	8.3588
ROR2|4920	1.8579	2.9893	14.5837	3.28	1.8556	3.7622	2.9448	6.5835	14.7212	19.2512	1.5101	1.3438	0.2942
RORA|6095	6.5662	1.1586	5.9973	1.619	1.9778	3.2262	2.1236	1.9675	4.4817	9.2124	1.3299	1.0513	0.5654
RORB|6096	0.046	0	0.1658	0.0729	0.1553	0.2628	0.1615	0.4916	2.6807	0.2642	0.0307	0.0612	0.0167
RORC|6097	3.3541	0.9829	0.0136	15.3547	13.011	15.3778	15.2132	13.8688	5.991	0.0188	15.3515	9.9249	30.9631
ROS1|6098	1.8583	3.0055	2.5485	2.1013	3.9453	3.26	3.2231	4.7223	3.0052	3.8534	2.4088	5.0323	5.0955
RP1-177G6.2|286411	0	0	0.1851	0	0.0135	0.1431	0	0.0271	0.2722	0.1221	0	0.7563	0
RP1L1|94137	0.1373	0.086	0.0208	0.0355	0.017	0.0372	0.05	0.0245	0.0159	0.0303	0.0178	0.2889	0.2409
RP1|6101	0.002	0.0024	0.0126	0.349	0.5821	0.5585	0.3606	0.0536	0.1769	0.0036	0.4088	0.1787	0.0846
RP2|6102	6.4608	3.1538	5.5904	2.2285	10.7836	4.9394	3.3094	11.0685	4.3003	6.0214	4.3657	7.2796	7.6752
RP9P|441212	0.3967	0.6837	0.8122	0.6859	0.9356	0.9208	0.9499	0.8172	0.8901	0.8503	1.1798	1.419	0.8438
RP9|6100	2.4313	5.7066	3.2676	6.4845	6.5883	5.5507	7.0084	4.5211	4.4771	4.1045	8.2389	7.7144	12.19
RPA1|6117	12.9396	21.3562	15.6142	7.1121	14.7692	9.319	9.8993	12.0516	13.7855	16.5045	7.1519	16.7135	12.2832
RPA2|6118	8.7637	7.4276	8.0221	10.0163	15.1117	8.2623	10.6234	12.9774	8.4325	9.3838	9.136	16.6286	17.871
RPA3|6119	4.4555	5.6642	3.182	3.3105	8.2213	4.8172	5.3311	6.9224	4.0899	3.7881	4.4315	11.7032	10.2483
RPA4|29935	0.1291	0.0476	0.1002	0.086	0.2594	0.2374	0.0986	0.2145	0.1201	0.1677	0.0552	0.4805	0.1059
RPAIN|84268	4.1984	9.6694	2.8278	4.3384	6.992	5.5888	5.3434	7.2984	4.1608	4.1552	5.3799	5.9113	3.9225
RPAP1|26015	6.0452	5.7633	6.0948	4.3834	9.4115	6.3962	7.2942	7.1189	7.3761	7.1025	5.8979	10.3994	16.0205
RPAP2|79871	2.6422	4.4432	2.3097	2.1252	3.1312	2.9541	2.4082	2.7627	2.7996	2.8109	2.2498	5.1412	2.5128
RPAP3|79657	3.1955	5.7056	4.8435	2.8806	6.5481	4.1631	4.0635	5.3632	4.0817	5.4808	4.102	7.9331	4.5133
RPE65|6121	0.0076	0.0376	0.0802	0.0832	0.0116	0.3179	0.0353	0.2094	0.0347	0.0818	0.0541	0.056	0.0012
RPE|6120	5.9144	7.2668	7.7394	4.6984	12.7638	8.0123	7.3406	13.5167	6.8365	10.0019	7.2075	14.3541	15.6553
RPF1|80135	8.3128	14.4226	7.2277	8.593	11.8374	8.4916	8.0606	8.8768	7.4856	9.2898	9.0573	19.179	6.5838
RPF2|84154	10.5722	26.8058	11.5823	13.1454	15.1446	10.3757	10.906	9.6549	11.7917	11.8661	11.29	29.325	17.82
RPGRIP1L|23322	0.2396	0.3072	0.7693	0.1734	1.1149	0.7283	0.7302	1.2447	0.6387	1.1933	0.3287	1.1369	1.2584
RPGRIP1|57096	0.0138	0.0418	0.0398	0.0309	0.1023	0.1269	0.0556	0.0862	0.0426	0.0569	0.0212	0.3563	0.0788
RPGR|6103	0.4558	1.2354	1.4944	1.5225	2.6286	2.5593	1.9567	3.0269	3.2771	4.965	1.8329	1.7997	1.3007
RPH3AL|9501	4.0518	18.642	1.0347	2.9098	10.8178	6.7122	4.1946	12.5337	5.0731	2.3995	7.1835	4.4147	9.1684
RPH3A|22895	0	0.0059	0.0644	0	0.0056	0.0124	0.0065	0.004	0.0472	0.0319	0	0.2347	0
RPIA|22934	6.6282	7.5479	1.9348	4.5063	8.1402	5.503	6.0964	9.395	2.9244	3.0711	6.2699	13.7003	11.7298
RPL10A|4736	392.1188	520.0383	185.7538	211.8801	163.9936	148.1595	156.2347	161.7485	222.9919	230.978	134.1932	351.8154	419.3533
RPL10L|140801	0	0	0	0	0	0	0	0.0312	0	0	0	0.2502	0.3239
RPL10|6134	146.4018	135.7317	63.1276	128.657	46.8926	67.3661	53.1165	56.136	55.9496	69.7312	62.1138	99.8787	102.6049
RPL11|6135	980.7629	1245.863	390.808	912.3281	671.6813	581.0579	737.7157	588.8209	616.7707	484.3724	750.8062	1300.2748	876.8915
RPL12|6136	441.9644	581.8419	94.6566	212.208	162.866	132.7555	132.2254	177.0293	118.2371	118.4135	171.0494	279.5775	290.2231
RPL13AP17|399670	0	0.0021	0.0347	0.0287	0	0.0269	0.0114	0	0.0709	0.0065	0	0.103	0
RPL13AP20|387841	0.3883	0.6183	0.5564	0.7553	1.8851	0.6347	0.6692	1.1096	0.5642	0.4745	0.9373	2.6475	1.6875
RPL13AP3|645683	0.1015	0.0499	0.0246	0.0175	0.041	0.0067	0.0278	0.0385	0	0.036	0.0289	0.0828	0.1057
RPL13AP6|644511	0.1326	0.3004	0.0713	0.116	0.1387	0.1513	0.094	0.1545	0.0324	0.0991	0.0426	1.2103	0.2385
RPL13A|23521	696.1531	844.4043	249.1135	448.8857	205.9911	282.3625	208.2332	221.1444	243.7746	283.9616	272.2344	483.0809	435.9711
RPL13P5|283345	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL13|6137	243.7349	226.9852	92.7723	167.2636	102.99	95.4243	104.8876	98.1439	117.8924	103.2771	90.8426	127.5542	244.7659
RPL14|9045	300.2186	382.6386	139.1539	226.488	193.871	134.9328	141.7997	156.4921	184.0194	146.7564	161.9483	335.6484	213.5593
RPL15|6138	82.599	148.3404	91.5375	91.0554	86.8015	66.303	80.9733	60.9233	105.2844	102.8139	76.7147	124.71	126.961
RPL17|6139	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL18A|6142	126.5558	166.8698	34.159	117.931	16.9984	49.0841	28.8257	37.686	43.2619	43.2347	43.774	42.644	109.957
RPL18|6141	358.7136	429.6873	107.037	193.4255	173.4088	137.5308	181.101	203.9236	159.4955	138.7632	166.1267	377.823	275.082
RPL19P12|100129424	0.0848	0.1946	0.0183	0.5138	1.1547	0.5473	0.7716	1.0095	0.386	0.0775	0.3484	1.1548	0.3319
RPL19|6143	857.7158	1160.4702	370.5128	595.0391	479.5024	432.9856	457.8285	454.07	477.4099	438.0045	451.1576	911.637	891.5713
RPL21P44|402176	0.2067	0.3092	0.2692	0.4264	0.4559	0.7241	0.4596	0.5988	0.7632	0.5876	0.3367	1.3873	0.9161
RPL21|6144	4.742	6.4787	3.2055	3.4856	4.2276	3.9126	2.895	3.2516	4.4624	3.2001	2.3432	3.23	2.9789
RPL22L1|200916	11.4404	18.9345	2.38	6.5426	10.0936	5.6005	4.2276	7.9966	6.259	6.3512	6.5858	7.739	6.1705
RPL22|6146	80.9236	121.7409	51.0426	57.3646	54.2548	40.4427	50.5126	42.4353	56.0868	55.5185	43.0306	107.5198	87.5162
RPL23AP32|56969	0.0889	0.2143	0.2589	0.4446	0.5954	0.4477	0.2885	0.1152	0.689	0.2715	0.1511	0.4807	0.0764
RPL23AP53|644128	0.6604	0.9979	2.9441	0.9923	1.9184	1.0415	0.9112	1.2939	2.0009	2.6167	0.6777	1.1752	2.2217
RPL23AP64|649946	0.3959	1.1599	0.4821	0.7611	1.5758	1.2919	1.554	1.8279	1.7602	1.3548	0.4518	2.8774	1.366
RPL23AP7|118433	1.1547	1.1083	1.7963	0.4804	1.053	0.8065	0.7894	0.6323	1.1284	1.2141	0.698	1.5088	0.7987
RPL23AP82|284942	1.9895	3.188	1.4487	0.4236	0.9467	0.6346	0.8043	1.0196	0.9161	1.3316	0.6341	0.6769	1.1998
RPL23A|6147	104.5356	165.9368	64.6074	121.8684	88.3749	78.6932	91.5162	108.1707	110.4353	86.7639	76.5743	115.9478	198.8386
RPL23P8|222901	0.0953	0.2578	0.0492	0.0246	0.0866	0	0.0196	0.0121	0.0809	0.0563	0.0271	0.6245	0.0893
RPL23|9349	126.8649	220.9781	97.7099	100.5381	107.8531	82.1305	93.8918	74.1882	114.6536	109.2542	85.4154	180.0774	211.3671
RPL24|6152	504.797	658.2022	303.7562	438.2156	278.7954	249.3862	240.0214	209.3663	363.0279	290.4418	302.0911	432.3431	353.1735
RPL26L1|51121	5.8815	10.0468	2.8254	4.4591	5.2286	3.9682	4.8627	4.8695	3.0871	3.7408	4.8986	8.0117	3.923
RPL26|6154	721.501	1024.3208	227.1093	398.5526	334.5088	239.3916	300.785	284.2553	292.6313	266.963	267.6994	554.415	280.8927
RPL27A|6157	61.5254	77.8619	24.8431	43.1197	27.612	27.8765	25.0826	28.8384	29.1946	29.2899	32.9815	66.4416	54.3636
RPL27|6155	941.1533	1223.3214	511.2843	441.76	510.0263	399.4579	430.9872	453.6536	619.7358	508.3884	424.2343	685.8525	838.8251
RPL28|6158	195.8524	263.9636	46.1976	74.4565	73.8765	65.7469	74.0703	97.1321	60.7149	72.2569	71.2122	297.5192	159.8583
RPL29P2|118432	0	0	0	0	0	0.0152	0	0	0	0	0	0.0783	0
RPL29|6159	608.3343	991.4791	183.267	363.342	393.7024	289.8197	340.3908	371.6922	310.0784	288.6021	377.5865	711.5779	646.646
RPL30|6156	302.9757	391.4785	160.6758	228.0756	198.2869	166.7136	202.4986	174.8804	224.8469	202.0765	191.7538	444.5007	411.9411
RPL31P11|641311	0.0322	0	0.0267	0.0416	0.0195	0.0447	0.0132	0	0.0189	0.1301	0	0.2034	0
RPL31|6160	159.7835	191.0961	75.2826	98.0614	91.8512	78.6917	96.0445	96.6606	112.9697	90.771	94.3241	237.1338	185.3812
RPL32P3|132241	0.8763	0.8808	0.58	1.0977	2.0969	2.3007	2.1031	2.855	1.496	1.6065	1.1722	3.8104	2.2339
RPL32|6161	223.513	298.9674	72.4809	125.8093	90.8696	80.482	84.0764	83.2792	102.6135	87.6629	84.1329	200.5493	173.5717
RPL34|6164	328.2473	489.4331	159.9182	255.0937	258.8842	203.2299	249.5792	222.1676	269.6022	212.8731	220.8634	466.2192	361.1674
RPL35A|6165	367.3625	562.946	241.7787	356.0536	306.0959	247.9225	339.7146	257.3723	332.7786	273.2046	303.0786	524.1908	374.0433
RPL35|11224	899.5716	1027.1645	251.0762	413.343	326.546	279.6354	293.838	270.1821	378.4875	280.8017	272.6226	514.8366	477.2614
RPL36AL|6166	136.2851	213.8838	121.6264	245.7105	216.8281	147.964	168.866	192.5172	153.0501	112.3572	203.1518	211.773	153.5476
RPL36A|6173	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL36|25873	450.8615	576.2968	157.0838	384.8984	313.7072	256.5565	276.4193	307.9311	305.583	216.0337	287.1621	494.5531	485.7492
RPL37A|6168	337.9527	439.7505	154.1454	203.6299	197.5105	151.5328	208.1994	135.2024	216.0495	172.5845	161.7536	435.8669	294.654
RPL37|6167	347.6622	433.4184	94.308	187.4655	185.4002	135.1253	182.4133	141.5794	149.2381	123.165	159.4273	296.2598	170.0994
RPL38|6169	111.9873	146.9845	56.9188	61.3141	65.4782	51.3716	58.7863	59.0016	69.3115	60.0722	57.6489	108.4247	37.7214
RPL39L|116832	3.0624	0.727	2.1437	1.0394	3.8614	1.5113	2.571	2.0668	2.4233	2.6501	1.5359	3.9649	3.725
RPL39|6170	110.3797	115.2281	34.8233	70.9243	89.4084	59.0503	72.5384	75.9543	72.9018	36.812	80.6447	140.0397	50.2272
RPL3L|6123	0.0307	0.2158	0	0.0183	0.0134	0	0.0067	0	0.0056	0	0.0066	0.6592	0
RPL3|6122	629.3484	613.1368	321.7236	433.9213	298.7728	298.2843	282.5003	288.8971	354.7665	354.9761	306.6444	376.4462	524.2597
RPL41|6171	17.8419	23.9172	9.2	10.797	13.6635	8.6656	8.4117	9.1303	8.42	10.9691	7.8797	24.3999	4.2222
RPL4|6124	337.5818	540.1272	216.9307	299.8074	201.5617	168.8136	203.584	149.9151	243.7228	219.1994	186.5932	342.0343	353.1873
RPL5|6125	197.9265	319.4886	200.8226	178.8221	146.0087	121.0395	142.7637	112.6554	202.4821	202.6343	131.4507	334.1067	148.107
RPL6|6128	139.4418	123.4212	43.841	104.0007	52.8379	43.5608	53.7151	34.3423	49.2014	48.5877	49.648	106.7442	55.9332
RPL7A|6130	732.7323	668.0754	212.5622	415.4107	270.1549	235.5281	255.4516	267.0436	301.6233	278.0157	259.3918	336.7093	567.0458
RPL7L1|285855	7.5712	12.694	7.9664	6.321	9.3493	7.2941	6.1807	8.0515	7.371	9.497	5.2627	11.8489	16.1665
RPL7|6129	40.174	59.6611	4.234	12.0226	3.3938	4.7834	3.5834	2.6208	2.7293	4.7024	5.3072	9.1932	6.9304
RPL8|6132	588.1056	851.0371	279.7698	423.8768	432.2301	321.8472	331.3209	320.5811	284.0103	243.4887	339.3659	626.9939	577.6383
RPL9|6133	0.1608	0.2434	0.1843	0.2039	0.4026	0.5372	0.432	0.5798	0.3592	0.216	0.6146	0.4684	0.1984
RPLP0P2|113157	0.0451	0.1009	0.1082	0.072	0.0875	0.1204	0.1414	0.1431	0.06	0.1909	0.1044	1.9043	0.0287
RPLP0|6175	1234.8573	864.9066	170.1417	563.5998	338.7964	326.3569	316.0299	353.9904	281.5329	276.2967	291.0455	581.2922	418.9668
RPLP1|6176	2229.4402	1895.1578	739.5507	2488.3075	1050.9613	1418.3895	1438.4901	811.9118	1445.1064	958.1803	1495.1807	1641.1012	1432.3111
RPLP2|6181	980.1822	1196.4308	364.6508	654.8458	632.9234	478.9298	535.229	591.2887	613.4109	436.1983	526.1915	1390.778	475.8065
RPN1|6184	39.3516	68.381	48.9779	68.9914	104.5452	86.5399	53.2943	96.6075	46.0581	56.3857	62.0151	122.1837	184.3334
RPN2|6185	56.773	79.552	33.9008	69.0261	86.0062	85.286	80.6853	72.2754	48.604	53.6357	66.7507	134.8365	203.7081
RPP14|11102	4.1054	9.6171	8.5069	5.6511	7.6854	6.3231	6.0785	5.9531	6.5108	7.2981	5.6577	8.2496	9.3507
RPP21|79897	0	0	0	0	0	0	0	0	0	0	0	0	0
RPP25|54913	2.7842	12.9304	0.8741	4.4802	8.5778	6.1562	4.5725	6.1194	2.7962	1.6033	5.3965	12.1562	19.2603
RPP30|10556	1.6501	1.9814	2.074	1.233	2.9657	2.1944	2.022	2.15	2.0789	2.2017	1.8503	3.27	2.6028
RPP38|10557	5.5037	9.3527	3.1384	4.7367	8.676	5.4203	4.436	8.4632	4.6252	4.9593	5.7312	10.6884	10.5883
RPP40|10799	4.2474	6.5757	1.3381	1.4133	3.2346	1.3456	1.5995	2.0093	1.605	2.2765	1.7401	5.472	7.9021
RPPH1|85495	21.0118	33.2182	15.087	83.9374	267.0618	85.1746	107.6328	75.1742	31.9324	10.1332	147.455	114.6867	121.4851
RPRD1A|55197	6.163	15.9571	27.2402	9.6974	15.4744	11.8346	13.3132	13.1371	18.8182	19.1992	11.9926	16.7175	20.3284
RPRD1B|58490	8.5527	11.8755	11.7071	6.6223	14.2689	10.5504	11.1802	12.3787	10.0377	12.1127	7.7515	18.8252	19.1662
RPRD2|23248	8.5865	9.2139	13.0109	6.4337	10.2097	9.0916	11.2792	10.3982	13.0682	13.2875	6.9847	21.9908	25.2044
RPRML|388394	0.0729	0.0673	0.0536	0.2588	0.041	0.0633	0.2528	0.0343	0.0779	0.2454	0.0905	0.1232	0.0142
RPRM|56475	0.1084	1.8789	3.8508	6.3965	7.0137	4.968	8.2527	0.7074	2.4879	1.4249	5.9396	0.3102	0.0212
RPS10P7|376693	0.7294	0.5679	2.1908	1.062	1.625	2.2417	2.175	3.031	1.6706	1.0813	1.4097	4.1004	3.0984
RPS10|6204	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS11|6205	816.7389	1244.8588	382.3162	774.7036	659.3913	602.26	702.9558	619.1774	527.5538	482.8777	686.2271	1257.6722	921.0002
RPS12|6206	1250.2886	1353.9922	417.2909	729.4234	576.7336	541.2826	482.2551	503.3428	712.0908	504.43	482.6524	1704.8731	1098.3795
RPS13|6207	574.1695	697.5462	294.3902	460.2231	385.8169	323.5445	368.944	340.9007	436.7234	332.5297	363.2885	623.5705	560.6965
RPS14|6208	829.6045	1075.6721	313.9907	426.1649	392.0771	312.1226	357.802	362.4089	438.3759	357.8106	351.7031	845.5239	342.6684
RPS15AP10|728963	0.461	0.63	0.1806	0.6186	1.6469	2.205	2.0312	1.9744	0.8354	1.1295	0.8213	5.2221	2.1484
RPS15A|6210	155.134	211.9843	63.8189	70.7962	66.9134	58.7222	69.0364	70.0514	97.7179	83.5283	57.0399	167.1016	134.9876
RPS15|6209	472.0439	750.8661	219.4209	397.5762	176.0854	229.7131	208.871	211.7952	260.2896	230.7092	233.2928	390.5435	425.7616
RPS16|6217	527.1005	810.2184	316.4849	396.993	430.1258	306.5956	357.7144	292.9731	385.9666	345.268	335.4444	658.0705	590.0099
RPS17|6218	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS18|6222	1234.7936	1228.8814	295.6031	484.1382	317.8169	334.3346	350.7081	355.9589	361.5921	381.3136	356.9291	652.8724	828.2394
RPS19BP1|91582	24.7526	29.9171	22.9455	28.9065	31.0302	26.6635	22.1644	25.0719	22.8079	18.4975	29.8475	26.3483	33.0711
RPS19|6223	420.6586	482.281	104.5355	183.5596	191.6304	149.2005	193.839	190.8297	144.9038	147.9732	151.9267	312.6867	467.1173
