TCGA-2H-A9GO-01A-11R-A37I-31	TCGA-L5-A4OT-01A-11R-A28J-31	TCGA-L5-A8NF-01A-11R-A37I-31	TCGA-L5-A8NH-01A-11R-A37I-31	TCGA-LN-A5U5-01A-21R-A28J-31	TCGA-R6-A8W5-01B-11R-A37I-31	TCGA-VR-A8EU-01A-11R-A36D-31	TCGA-VR-A8EX-01A-11R-A36D-31	TCGA-VR-AA7B-01A-31R-A406-31
TULP2|7288	0.1644	0.0425	0.0665	0.0329	0	0.0088	0.0156	0.0581	0.0438
TULP3|7289	16.5732	7.7524	12.4779	6.3893	13.1147	7.4737	10.5526	6.1975	10.0402
TULP4|56995	4.4746	5.4739	5.2496	7.6897	4.9947	5.8489	5.6009	3.7852	10.5948
TUSC1|286319	0.665	2.029	2.6321	4.0336	11.4898	0.7364	4.3586	10.1845	3.3022
TUSC2|11334	9.7968	9.998	11.4664	9.8387	6.0974	13.9088	2.4081	10.3864	6.1841
TUSC3|7991	1.8443	2.4227	3.5822	0.8327	61.8695	9.0793	9.1438	7.5151	8.8976
TUSC5|286753	0.0094	0.0046	0	0	0	0.0034	0	0.0067	0.0033
TUT1|64852	9.4637	4.9319	14.8451	6.3505	7.1595	12.7403	5.284	4.9639	6.8987
TWF1|5756	51.673	46.2358	57.6312	26.7716	65.0919	27.7609	31.0561	43.0293	21.4659
TWF2|11344	0	0	0	0	0	0	0	0	0
TWIST1|7291	1.9273	6.7445	0.6968	0.99	4.9728	0.9335	1.6962	0.6411	12.3604
TWIST2|117581	0.1526	2.9264	0.1975	0.4229	2.8128	2.1359	4.8579	0.9029	5.6096
TWISTNB|221830	24.6294	13.9035	8.3172	17.2651	7.899	8.614	11.3285	11.5286	6.7943
TWSG1|57045	11.3618	32.6101	7.5399	6.2741	41.1192	15.5392	8.7633	18.0468	33.0781
TXK|7294	0.2143	0.3329	0.1713	0.2681	0.1224	0.3129	0.1069	0.2384	0.0951
TXLNA|200081	7.4811	11.715	15.7151	11.783	16.2092	14.733	12.3885	13.3167	18.8868
TXLNB|167838	0.049	0.1908	0.0492	0.128	0.676	0.165	0.1913	0.1189	0.136
TXLNG|55787	9.6377	7.1744	8.5164	7.194	3.7588	11.2016	3.0403	4.0469	14.8606
TXN2|25828	44.4359	16.8972	29.1358	31.0224	44.7851	30.6072	21.6628	53.3447	39.8993
TXNDC11|51061	26.3823	20.0739	42.7948	18.958	29.1949	25.6346	11.0569	15.4771	12.9848
TXNDC12|51060	62.8633	33.5716	89.5647	38.859	82.0014	50.9693	56.939	62.3756	48.6618
TXNDC15|79770	3.6452	7.4471	9.2616	4.933	7.763	8.9321	7.4729	3.8155	11.4966
TXNDC16|57544	2.1386	6.9459	3.6839	3.4441	4.5099	3.8933	1.8341	1.9144	7.5905
TXNDC17|84817	66.4729	8.7183	18.7253	19.4789	59.2677	13.9548	31.3961	49.6954	12.0581
TXNDC2|84203	0.0077	0.0805	0.0162	0.0234	0.1118	0.0436	0.0636	0.045	0.0807
TXNDC3|51314	0	0	0	0	0	0	0	0	0
TXNDC5|81567	64.599	51.3079	59.5401	66.4778	41.2435	71.897	30.1055	35.6502	27.1481
TXNDC6|347736	0	0	0	0	0	0	0	0	0
TXNDC8|255220	0	0	0.0133	0	0.2123	0	0	0.0139	0.0182
TXNDC9|10190	18.4018	11.0143	14.455	12.1186	16.7966	15.8941	16.97	17.1278	8.6105
TXNIP|10628	16.8334	134.6615	125.3223	130.0096	145.8526	67.204	49.9443	155.2176	39.5649
TXNL1|9352	13.5461	7.432	5.4278	8.7179	7.9115	10.7382	8.0347	11.1463	10.1827
TXNL4A|10907	28.5002	11.3459	15.2031	21.4547	11.2903	25.9167	12.2436	26.8853	24.1501
TXNL4B|54957	3.4757	4.5511	6.4473	4.4196	6.8169	4.8881	5.3518	6.3776	5.9132
TXNRD1|7296	22.2725	40.7015	31.779	29.2938	229.7963	33.5139	34.2429	7.1785	8.2476
TXNRD2|10587	5.9199	1.9237	3.1009	2.4863	4.2121	0.5563	1.4822	2.6723	3.2679
TXNRD3IT1|645840	0	0	0	0	0	0	0	0	0
TXN|7295	214.1802	172.4563	217.8248	213.0875	1618.0503	96.9863	460.6135	272.1364	107.0518
TYK2|7297	15.6979	18.8958	14.1344	23.6387	17.2625	11.2748	18.0283	17.4402	18.7103
TYMP|1890	35.8648	33.6674	15.6214	58.838	117.1469	35.1952	373.6631	240.891	56.1264
TYMS|7298	54.2008	24.0723	37.6414	25.2388	78.4668	21.1844	32.728	24.6225	37.4807
TYRO3|7301	5.6939	5.1633	3.0773	4.0642	3.4092	2.9375	9.7321	5.1386	7.0322
TYROBP|7305	8.3261	85.1955	16.9748	35.4131	44.033	44.2461	70.7014	16.1243	16.0987
TYRP1|7306	0.1695	1.3201	0.5915	0.079	0.7002	1.2331	0.3386	0.025	0.5925
TYR|7299	0	0.008	0	0	0.0147	0.0012	0	0	0.0126
TYSND1|219743	4.152	2.5353	3.1242	7.4123	11.4564	8.2749	4.3587	6.6364	7.076
TYW1B|441250	0.6668	2.5992	0.9529	0.8816	0.5209	0.5367	0.4028	0.6773	2.3426
TYW1|55253	6.5138	12.9238	9.8891	9.6729	5.9154	6.6862	7.1201	4.5943	7.9257
TYW3|127253	6.6693	12.1202	9.2817	6.8527	8.5811	8.636	5.2823	6.3229	7.8694
T|6862	0.0187	0.0063	0	0.0054	0.9016	0.0094	0.0384	0.0045	0.0088
U2AF1L4|199746	3.8092	3.1245	2.706	1.6532	4.2775	1.1218	1.8026	4.5486	1.5798
U2AF1|7307	18.0165	6.2883	8.0217	12.0829	10.4256	9.0285	10.8467	10.5174	6.5323
U2AF2|11338	55.7163	31.2336	33.2964	38.4024	45.2245	38.2857	39.7312	46.3766	39.8819
UACA|55075	11.4246	12.0311	10.2912	9.7453	8.5415	16.2019	2.1118	3.7951	8.8673
UAP1L1|91373	15.6639	17.5005	4.3316	6.0261	5.8921	2.764	3.2738	5.6976	4.799
UAP1|6675	25.012	35.4159	33.2572	40.4213	29.2678	21.0659	9.545	15.3653	11.9123
UBA1|7317	153.1131	94.1677	119.4725	80.547	94.6065	126.646	63.4668	120.4318	138.0835
UBA2|10054	52.7158	23.1126	28.1237	43.5453	48.0171	34.2703	35.6228	36.4119	41.7947
UBA3|9039	15.8215	22.0908	14.3481	21.2286	22.4747	20.3619	10.0897	20.2706	13.3096
UBA52|7311	124.9902	108.6252	66.5724	114.861	169.1079	70.5362	102.18	200.772	81.6786
UBA5|79876	13.6634	6.4709	10.0581	5.44	5.2587	7.308	8.5967	5.1159	10.1956
UBA6|55236	6.0927	7.9677	10.5356	8.5448	6.5405	9.8763	14.5261	7.5898	9.6296
UBA7|7318	5.4622	13.9631	17.0601	18.9307	15.8573	11.5298	6.2463	6.4536	7.5048
UBAC1|10422	22.347	13.0686	11.2684	12.5481	33.9302	12.3735	18.7323	23.9586	11.083
UBAC2|337867	14.1446	14.2481	24.1603	14.7822	19.8279	22.5404	10.2059	12.3302	12.913
UBAP1|51271	12.2757	26.3662	8.8035	18.0868	27.1287	11.9017	20.1218	27.552	12.5021
UBAP2L|9898	43.5178	44.9043	41.2784	44.9249	46.127	50.1873	38.5885	48.296	35.8816
UBAP2|55833	12.0139	13.6826	7.4003	14.1455	11.8312	11.2961	2.1689	11.922	8.7702
UBASH3A|53347	0.2185	0.9613	0.2049	0.679	0.1405	0.3503	0.1315	0.2776	0.0484
UBASH3B|84959	0.2323	1.047	1.4675	0.6412	3.4808	9.7182	4.2378	1.1547	3.95
UBB|7314	998.9727	770.3521	873.7445	725.9471	1035.6933	505.3513	367.452	515.7273	418.752
UBC|7316	10.8081	0.1671	0.3624	0.0659	0.1474	0.1668	0.1007	0.0605	40.2205
UBD|10537	7.8954	66.7846	40.9277	78.2897	12.9901	109.3199	11.2995	19.5167	1.3624
UBE2A|7319	36.6331	21.2228	17.7076	20.0839	33.2996	18.8076	32.2638	33.6203	15.7111
UBE2B|7320	13.6197	21.3325	21.8792	9.047	18.9513	13.3455	13.9954	16.2786	16.8041
UBE2CBP|90025	0	0	0	0	0	0	0	0	0
UBE2C|11065	98.5686	31.9922	42.9125	36.5735	39.5206	52.9424	31.5215	37.2502	27.8635
UBE2D1|7321	10.8567	13.4271	10.818	14.5641	21.4745	13.3963	12.1181	8.5407	12.8661
UBE2D2|7322	26.6983	21.0498	34.6725	16.5015	37.0853	24.0467	25.5943	31.7636	33.4055
UBE2D3|7323	31.7122	46.2829	42.0457	41.4804	36.8336	55.5869	82.3346	51.2878	30.5503
UBE2D4|51619	3.6878	3.192	4.3612	4.1049	4.4226	3.2983	1.7744	4.4488	3.1737
UBE2DNL|100131816	1.2968	0	0	0	0	0	0	0	0
UBE2E1|7324	37.0736	15.9912	10.9438	16.6695	13.4323	19.7565	15.1999	17.2651	11.8893
UBE2E2|7325	13.551	6.4667	5.9584	5.7839	6.4979	2.3076	14.2775	13.102	8.5113
UBE2E3|10477	17.511	23.9293	22.7134	18.1264	25.2269	19.4201	33.9555	34.7855	28.8968
UBE2F|140739	21.1773	13.2406	12.9044	11.3676	15.3825	20.0717	18.216	17.2913	14.2674
UBE2G1|7326	21.9879	10.5154	20.6727	17.8319	27.1721	16.3127	18.6198	35.4345	12.3482
UBE2G2|7327	20.1235	7.8835	8.0371	14.5748	18.3375	14.8351	9.9818	10.7563	7.4597
UBE2H|7328	18.2477	19.784	12.5592	21.4886	57.8826	14.1617	34.6242	29.9031	15.5315
UBE2I|7329	20.2474	12.3166	20.3269	12.3788	17.2989	11.5634	13.5826	20.0499	13.6385
UBE2J1|51465	28.6086	32.0742	33.3448	27.0461	28.084	43.1197	10.4586	18.2387	16.0066
UBE2J2|118424	21.9886	8.6471	12.1195	11.8046	15.9961	19.9269	12.5482	14.7188	19.4119
UBE2K|3093	23.7986	17.7109	36.6655	20.6885	40.0754	37.9054	16.1984	20.6723	10.4135
UBE2L3|7332	24.5662	13.0792	22.9962	22.1191	40.8669	21.3137	28.4271	39.7395	31.1681
UBE2L6|9246	8.5544	20.1062	10.6481	30.4644	98.8724	37.3622	108.6204	41.6666	32.547
UBE2MP1|606551	9.6178	3.961	3.8847	4.2202	5.8338	3.7524	5.1894	5.4021	1.5946
UBE2M|9040	78.2474	25.8402	25.8584	28.462	42.2076	26.6768	32.1612	47.2271	12.2522
UBE2NL|389898	0.6134	0.1124	0.1175	0.1892	0.3674	0.1098	0.3453	0.2504	0.0377
UBE2N|7334	45.1691	27.068	25.3133	27.454	58.9648	30.833	32.3842	38.6583	14.8964
UBE2O|63893	8.7054	8.5198	7.9336	8.4945	10.9314	7.5683	11.3855	8.0124	13.3919
UBE2Q1|55585	32.551	22.5078	23.7056	32.1675	29.2935	20.9343	17.6568	22.9992	17.0604
UBE2Q2P1|388165	1.7373	1.0962	0.4496	0.6933	0.3017	0.3949	0.4679	1.0908	2.001
UBE2Q2|92912	18.0241	19.1548	7.962	12.8563	15.3793	8.2054	14.9271	21.703	19.2065
UBE2QL1|134111	0	0.1071	0.0168	0.2458	0.0248	0.1133	0.2053	0.0468	0.3645
UBE2R2|54926	18.3587	22.2985	14.7116	18.4353	27.9421	14.7386	2.4929	22.0552	14.7342
UBE2S|27338	46.3102	19.4616	13.2599	15.9796	31.6721	33.4701	43.2859	33.1254	21.5587
UBE2T|29089	53.8763	17.7767	21.1189	38.7738	39.2285	14.4487	17.7039	20.0819	20.1138
UBE2U|148581	0.0289	0	0.6288	0	0	0	0.1133	0.0344	0.1797
UBE2V1|7335	0	0	0	0	0	0	0	0	0
UBE2V2|7336	50.8414	18.0063	16.2653	20.8445	36.3657	19.6551	23.0399	21.1692	20.8335
UBE2W|55284	10.4555	11.3676	5.5298	7.6404	8.9656	7.5333	7.3888	4.4502	11.8928
UBE2Z|65264	33.1184	32.8072	31.6241	36.391	32.3228	24.9786	41.0496	25.5651	33.2947
UBE3A|7337	28.3109	17.8578	15.3018	22.7825	19.0996	20.5925	20.233	18.0555	17.7363
UBE3B|89910	7.0313	6.3637	9.0968	8.3452	8.1951	7.8156	7.1123	8.3841	4.2629
UBE3C|9690	10.2851	16.2426	7.7299	15.3927	30.7774	16.3833	24.3064	14.9279	12.0931
UBE4A|9354	20.3296	23.313	20.3355	29.5932	11.8542	27.3314	11.5476	10.5063	10.7254
UBE4B|10277	13.4828	11.8604	20.7157	11.6814	11.6752	38.4919	11.9353	13.6685	26.6983
UBFD1|56061	13.219	8.3285	22.2752	8.2151	12.264	26.8993	8.5911	10.4267	11.9168
UBIAD1|29914	8.24	4.5306	8.7725	9.1647	6.8426	17.4654	7.1712	5.8219	10.4843
UBL3|5412	37.6058	32.5649	83.0305	20.0151	15.634	12.9256	4.6411	9.4668	11.0773
UBL4A|8266	35.1687	13.6564	18.7387	20.2934	24.7392	38.6276	31.6962	21.6461	32.5679
UBL4B|164153	0.1825	0.011	0.0456	0	0.0303	0.0164	0.0053	0	0.1224
UBL5|59286	178.6628	106.6494	88.0198	103.9087	153.059	126.6367	122.3225	151.8581	95.0716
UBL7|84993	18.6211	12.9048	16.0441	19.6195	22.4378	20.6707	16.0073	28.6532	25.0589
UBLCP1|134510	12.0499	8.031	9.6677	7.5686	19.9298	7.8311	19.4795	13.2415	16.2525
UBN1|29855	10.7708	10.9644	15.3642	10.084	10.171	11.6135	8.4033	13.6531	12.6899
UBN2|254048	2.6276	3.5716	2.4639	3.0625	1.8659	1.6884	1.4949	2.2004	1.9999
UBOX5|22888	4.442	4.5314	3.2376	5.5669	1.8196	4.1998	2.2696	4.0422	2.8991
UBP1|7342	56.8925	24.5394	17.2393	16.2772	8.2347	23.274	14.8304	19.2441	13.1697
UBQLN1|29979	22.8648	35.7137	24.789	36.6597	39.4415	27.0901	35.1912	27.3197	24.5025
UBQLN2|29978	30.7835	21.4405	22.1817	21.9337	30.9472	23.6354	43.8924	25.1602	24.1043
UBQLN3|50613	0	0	0.022	0	0	0	0.0068	0	0
UBQLN4|56893	31.2006	21.938	13.6118	24.7416	17.4094	34.061	12.2776	19.995	10.8446
UBQLNL|143630	0.1194	0.1535	1.1423	0.0535	0.1304	0.0318	0.1536	0.082	0.071
UBR1|197131	4.7761	8.5824	7.9494	7.1967	5.1795	10.5647	6.9395	2.8448	5.9112
UBR2|23304	6.9725	8.6944	11.365	15.9842	7.3104	8.5426	6.5857	5.178	7.2066
UBR3|130507	10.9384	8.0751	10.3082	7.8078	8.7554	9.2461	8.2094	6.9734	8.0916
UBR4|23352	8.6333	14.7336	17.012	15.3211	10.0378	23.6758	14.7587	11.0619	21.3807
UBR5|51366	10.7199	18.3383	9.2516	12.8565	10.5608	16.7682	21.8035	11.7098	17.082
UBR7|55148	11.9556	10.5653	12.0247	10.0044	16.8859	9.416	12.1795	12.1238	17.4893
UBTD1|80019	5.7813	6.4193	3.5954	3.7932	9.6039	7.4607	3.7018	4.2146	13.6908
UBTD2|92181	10.3549	11.6011	10.394	8.1004	12.3318	11.3329	8.0515	7.1835	18.4229
UBTFL1|642623	0.0139	0	0	0	0	0	0	0	0.03
UBTF|7343	14.597	11.1316	20.0628	16.6211	13.2701	17.6373	18.0614	29.1518	15.2691
UBXN10|127733	0.7523	1.5469	1.9636	8.5604	0.1712	1.394	0.0724	0.5033	1.618
UBXN11|91544	6.0115	4.3527	4.1947	5.2605	4.201	2.8549	3.2214	4.1277	4.8057
UBXN1|51035	20.7592	18.2973	41.1455	15.5475	24.9993	26.5021	18.3758	26.1381	24.5117
UBXN2A|165324	11.1664	6.612	4.9693	7.2345	14.6697	6.9674	10.7977	6.5535	10.0667
UBXN2B|137886	10.5965	13.6038	10.6229	12.1303	8.0443	11.5419	5.0232	3.7588	12.3446
UBXN4|23190	51.1627	39.679	53.0234	39.7105	40.5348	53.5948	35.3883	35.29	27.3347
UBXN6|80700	22.4541	25.6693	17.4269	17.3166	22.0832	18.8716	26.2408	40.0142	40.0231
UBXN7|26043	7.0972	5.8167	8.2082	3.8816	6.7203	5.6012	13.4433	3.9284	12.0204
UBXN8|7993	10.1186	10.073	4.4403	5.4522	2.1287	6.8926	1.409	4.0183	0.8036
UCA1|652995	0.3828	0.6113	0.0487	10.1107	1.1584	13.3507	0.8946	2.5362	6.6144
UCHL1|7345	1.5686	1.3776	0.1601	0.1012	13.8669	0.9802	135.5771	2.283	6.1565
UCHL3|7347	47.9058	16.8052	20.5769	29.9322	43.3737	36.7079	33.5304	33.2073	16.9156
UCHL5|51377	1.0951	1.5773	1.4146	3.082	1.7092	3.0912	1.7288	1.1921	2.7736
UCK1|83549	6.8025	5.7708	4.0527	4.5823	15.2511	4.6091	5.0128	5.3032	5.6691
UCK2|7371	9.3779	9.6675	9.5567	15.4134	8.4238	11.071	9.6374	17.0962	8.1543
UCKL1AS|100113386	0	0	0	0	0	0	0	0	0
UCKL1|54963	30.9306	20.4768	27.1895	22.565	14.3758	12.0083	11.1859	15.5968	23.5803
UCMA|221044	0.0187	0	0	0	0	0.0097	0	0	0
UCN2|90226	0.8595	0.379	0.2122	0.1962	1.9253	1.0425	7.6233	2.647	2.8351
UCN3|114131	0.0656	0	0	0.8643	0	0.0848	0	0	0.0133
UCN|7349	1.2198	0.569	0.7261	0.8968	0.2941	0.7211	0.0779	0.3322	0.362
UCP1|7350	0	0.0166	0.0506	0	0.0418	0.0152	0	0	0.0118
UCP2|7351	9.7309	59.4931	26.9055	57.4591	26.1321	46.9568	29.0773	35.3021	102.2054
UCP3|7352	0.3669	0.3176	1.5424	0.2745	0.2955	0.2481	0.6552	0.2435	0.7673
UEVLD|55293	11.4917	7.3891	12.2397	8.3315	15.7165	8.8766	11.6652	4.5862	10.8592
UFC1|51506	71.2687	55.8872	54.5775	71.1782	59.1819	75.6969	21.3752	58.1145	27.3362
UFD1L|7353	10.4264	4.3068	4.9466	6.3434	11.2735	4.7831	5.8978	11.1583	11.4578
UFM1|51569	27.1783	28.8564	33.1216	22.8649	28.1475	16.4748	10.4257	9.6948	13.6909
UFSP1|402682	4.8045	1.0714	2.0585	1.4846	1.5223	0.5711	2.375	2.2283	1.5386
UFSP2|55325	6.2755	9.0329	4.9284	5.4383	6.2557	7.65	8.1982	8.6062	7.1812
UGCG|7357	10.1025	44.9629	55.7741	17.7252	32.3318	12.3542	12.7695	16.4039	10.195
UGDH|7358	24.0738	20.1901	30.4491	16.755	66.3954	46.1334	9.8957	19.1534	9.9846
UGGT1|56886	9.4927	15.1936	19.7015	15.155	10.2111	24.3689	13.053	10.1184	20.0085
UGGT2|55757	3.6851	6.0818	5.849	3.5407	2.5275	3.1383	1.5254	0.8138	4.7908
UGP2|7360	39.0217	40.0696	29.5014	29.3555	49.5283	27.9955	37.1909	32.8067	26.8786
UGT1A10|54575	0	0	0	0	0	0	0	0	0
UGT1A1|54658	0.7378	1.9576	4.7742	5.1389	45.5647	1.8146	1.7528	5.7578	0.4363
UGT1A3|54659	0	0	0	0	0	0	0	0	0
UGT1A4|54657	0	0	0	0	0	0	0	0	0
UGT1A5|54579	0	0	0	0	0	0	0	0	0
UGT1A6|54578	0	0	0	0	0	0	0	0	0
UGT1A7|54577	0	0	0	0	0	0	0	0	0
UGT1A8|54576	0	0	0	0	0	0	0	0	0
UGT1A9|54600	0	0	0	0	0	0	0	0	0
UGT2A1|10941	0.0937	0	0.1359	0.0079	0.0466	0	0	0.8251	0.0441
UGT2A3|79799	0.1467	0.108	1.1995	5.5834	0	2.513	0	0.0624	0.0019
UGT2B10|7365	0.006	0.0044	0	0.0076	0	0	0	0.0129	0
UGT2B11|10720	0.0138	0	0.0212	0.0083	0.0177	0.0057	0	0	0.0139
UGT2B15|7366	0.431	0.033	12.7517	0.0598	0.0067	0.6184	0	0.1375	0.0126
UGT2B28|54490	0	0.009	0.0047	0.027	0.0208	0.0149	0	0.0196	0
UGT2B4|7363	0.0067	0	0	0	0.0188	0.0076	9e-04	0.0098	0.0021
UGT2B7|7364	2.3504	0.5434	0.4588	1.4557	0.0444	0.8091	0	0.7644	0
UGT3A1|133688	0.064	0	0	0.0044	0	0	0	0	0.0018
UGT3A2|167127	0	0.0069	0.0072	0.1043	0.2219	0.0345	0.1133	0	0.8662
UGT8|7368	5.3343	13.5693	10.8324	11.2523	0.7845	15.7777	8.3178	1.7509	7.5326
UHMK1|127933	17.4778	26.7804	30.2363	25.7358	29.4948	22.5439	11.8397	14.6469	19.1958
UHRF1BP1L|23074	6.7125	10.9534	5.8373	4.0501	5.8918	6.8233	5.866	3.7107	4.5141
UHRF1BP1|54887	4.0646	8.1635	5.3173	5.5853	4.1383	9.6288	4.2998	5.0405	5.3854
UHRF1|29128	4.7114	3.4535	3.2259	5.3539	3.842	4.2524	10.5493	6.0015	10.2436
UHRF2|115426	3.8643	9.2325	4.5239	7.4257	6.1382	3.8077	4.5143	3.0155	6.5609
UIMC1|51720	4.2136	5.3308	6.0094	3.2132	6.3026	3.7135	5.3386	4.9106	11.068
ULBP1|80329	0.801	1.5502	0.5697	0.0837	0.6775	0.4287	0.2798	0.4574	2.9631
ULBP2|80328	4.6345	0.6908	4.4161	0.9346	19.5142	1.0555	8.8001	5.3358	13.4298
ULBP3|79465	2.5901	2.7108	2.5621	0.5004	4.769	3.9085	2.0769	0.8108	8.7127
ULK1|8408	17.8871	11.6377	7.7199	8.6028	20.2838	9.2447	22.0756	23.3327	24.0094
ULK2|9706	2.6061	1.8272	1.6268	1.3518	2.3859	1.4637	1.8962	2.2564	3.8987
ULK3|25989	10.0976	9.0925	9.5401	9.168	7.8209	9.6023	5.4792	20.0589	14.664
ULK4|54986	3.7035	1.234	0.8211	0.7858	0.4267	0.6496	1.1841	1.0615	1.5361
UMODL1|89766	0.0773	0.017	0.0271	0.0508	0.0011	0.0179	0.0058	0.6865	0.005
UMOD|7369	0.0407	0.0069	0.0071	0.0059	0	0.0142	0	0.0018	0.0049
UMPS|7372	8.8799	2.8319	6.5625	4.8919	2.9772	6.3195	7.7626	7.1566	6.3085
UNC119B|84747	5.7159	5.6602	3.1163	3.5789	9.3426	8.3876	3.9011	7.8845	4.257
UNC119|9094	12.6895	10.539	7.1871	7.4284	15.2864	11.408	11.2361	11.9739	14.6003
UNC13A|23025	0.1374	0.2617	0.0381	0.5918	0.0393	0.6304	0.0105	0.0354	0.3016
UNC13B|10497	11.1269	15.6786	7.4263	14.2875	3.7235	8.6596	3.4544	8.6819	4.3382
UNC13C|440279	0.0113	0.0049	0.0309	0.0101	0.0114	0	0	0.0028	0.0069
UNC13D|201294	12.1083	7.9035	4.2903	16.2681	1.4366	38.3552	8.685	5.4458	33.0264
UNC45A|55898	9.5212	12.2905	8.3824	10.892	17.755	11.1199	13.8349	15.1289	15.1648
UNC45B|146862	0.0245	0.0105	0.0045	0.0088	0.0067	0.0098	0.0028	0.0118	0.0094
UNC50|25972	17.2547	7.4118	12.2634	8.5126	12.3692	9.181	9.7776	9.6007	6.6761
UNC5A|90249	0.0963	0.0831	0.0674	0.107	0.0537	0.041	0.0642	0.0314	0.2122
UNC5B|219699	1.2407	12.754	5.2459	4.5044	7.3496	8.8029	12.5691	8.5419	20.3213
UNC5CL|222643	53.6514	26.6201	20.1389	60.123	1.913	3.495	0.5471	0.6066	1.0631
UNC5C|8633	0.1935	1.5943	0.8634	0.9196	0.1858	0.4198	0.2337	0.0824	0.6148
UNC5D|137970	0.0649	0	0.0213	0.0153	0	0.0035	0.0015	0.0011	0
UNC80|285175	0.0039	0.0038	9e-04	0.0107	0.0075	0.0048	0	9e-04	0.0875
UNC93A|54346	0.725	0.1071	0.1698	0.4141	0.0179	0.3684	0.3247	0.2933	0.2087
UNC93B1|81622	31.6887	29.7167	88.3431	32.3297	41.0131	19.4209	18.0492	22.7358	32.6064
UNCX|340260	0.0051	0	0	0	0	0	0	0	0.0562
UNG|7374	18.94	9.5591	10.5151	14.0125	24.4813	15.5965	15.5708	17.0006	12.3331
UNKL|64718	4.8858	4.7937	2.957	1.8458	3.267	1.7796	1.3283	1.7531	2.4067
UNK|85451	4.5273	6.2731	6.9685	8.8305	8.977	6.876	5.909	5.7228	10.4619
UOX|391051	0.0273	0	0	0.0364	0.0294	0.004	0	0.0463	0.0055
UPB1|51733	0.044	0.0245	0.0165	0.0239	0.0151	0.0423	0.0105	0.4948	0.1066
UPF0639|400224	0	0	0	0	0	0	0	0	0
UPF1|5976	17.4164	24.8796	33.6946	32.7542	51.1736	28.4548	20.501	28.2115	30.4185
UPF2|26019	14.9463	9.7149	13.2223	11.1401	4.9012	13.1897	7.7932	6.24	6.4391
UPF3A|65110	7.1419	4.3731	6.6476	5.7097	4.9225	4.3106	2.4708	4.6735	3.2342
UPF3B|65109	17.0945	11.0613	11.9669	9.048	13.0553	9.4996	4.0993	7.3592	6.0312
UPK1A|11045	0.0668	0.0179	0.0847	0.0373	0.0173	0.8298	0.0362	17.4631	0.1401
UPK1B|7348	0.3223	0.0896	2.3643	0.325	38.0727	15.4153	0.1084	93.1381	0.1528
UPK2|7379	0.1673	0.0532	0.0247	0.0152	0.4887	11.7939	0.2292	0.5764	0.5566
UPK3A|7380	0.1201	0.0475	0	0.2533	0.1448	0.3074	0.0072	0.214	0.0166
UPK3BL|100134938	16.6162	5.2373	4.7414	3.7031	6.9757	1.5164	6.1291	15.8115	24.5666
UPK3B|80761	0.6525	0.1883	2.096	0.2314	0.3386	6.8247	1.2203	8.5771	0.8046
UPP1|7378	8.4494	17.3268	3.3752	7.2799	9.696	8.2814	119.2661	12.3189	9.9856
UPP2|151531	0.0633	0	0.0262	0.0086	0.0118	0.0095	0	7e-04	0.005
UPRT|139596	6.7872	5.9669	3.5397	2.6285	2.9227	2.4358	3.8097	1.5632	0.3204
UQCC|55245	7.9644	2.838	3.34	8.6526	4.2733	5.3254	2.5802	3.2429	1.953
UQCR10|29796	78.8426	23.5594	35.9584	39.0446	59.1792	35.0882	42.0996	71.2399	38.65
UQCR11|10975	51.1547	45.1826	36.0507	41.7553	36.9317	36.0355	42.0013	76.6741	43.2077
UQCRB|7381	55.3594	19.8538	13.433	11.7701	18.9493	18.8809	14.2296	14.6564	12.4472
UQCRC1|7384	95.1435	74.0252	110.5364	88.0673	106.1218	137.6604	69.4162	142.2376	85.9265
UQCRC2|7385	53.296	28.4366	85.3586	46.6698	74.4542	46.9043	33.0155	52.4847	36.4083
UQCRFS1|7386	107.4891	41.261	41.9145	51.6631	65.7119	89.0732	39.8675	84.337	27.2097
UQCRHL|440567	37.0662	31.7372	56.9813	30.5773	48.1145	49.2285	21.8264	31.5006	28.5768
UQCRH|7388	205.341	130.3339	183.2163	89.6716	201.602	162.7212	81.4468	127.4675	92.9828
UQCRQ|27089	24.363	40.6744	48.2967	26.5921	60.049	33.5376	32.5792	44.1307	40.2424
URB1|9875	5.1097	4.1226	4.0556	7.7893	6.9317	11.4722	5.7184	5.8004	19.016
URB2|9816	5.5249	5.3151	5.293	11.7053	3.3692	10.8082	2.6084	5.2571	4.8561
URGCP|55665	19.1072	12.8419	10.4483	15.4749	9.3464	10.0855	7.6716	13.455	5.9164
URM1|81605	37.3599	24.6922	21.2805	32.8061	57.9466	21.9083	19.9956	24.7918	8.0321
UROC1|131669	0.0733	0.0048	0.0584	5e-04	0.015	0.0072	0	0.0521	0.1202
UROD|7389	6.769	4.4215	8.7084	6.6109	14.849	10.0354	13.9967	10.238	11.8522
UROS|7390	4.5549	2.7351	4.9956	4.2565	4.9434	5.3092	3.5118	2.8029	5.0858
USE1|55850	4.5144	4.0636	4.3105	4.7984	11.4614	7.142	4.5535	9.5295	4.7391
USF1|7391	22.9122	17.9677	14.1777	22.648	23.8334	11.8362	10.3758	16.8951	9.5528
USF2|7392	34.8218	36.7586	25.6026	27.4628	49.7963	23.1516	47.7037	58.4001	48.2634
USH1C|10083	28.1397	6.8177	26.2334	22.9405	0.1492	13.1183	0.025	0.4569	2.5885
